id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
1300,[],'MELIA HOTELS INTERNATIONAL S.A.', 'BANCO CAM, S.A.', 'CONSEJERO', '0.000', '13/06/2012'
1301,[303],'MELIA HOTELS INTERNATIONAL S.A.', 'CAMPO GARCIA, FRANCISCO JAVIER', 'CONSEJERO', 'n/d', '13/06/2012'
1302,[1389],'MELIA HOTELS INTERNATIONAL S.A.', 'D ORNELLAS SILVA, FERNANDO', 'CONSEJERO', 'n/d', '13/06/2012'
1303,[],'MELIA HOTELS INTERNATIONAL S.A.', 'DIAZ BUSTAMENTE TERMINEL, LUIS MARIA', 'SECRETARIO CONSEJERO', '0.000', '30/11/2010'
1304,[],'MELIA HOTELS INTERNATIONAL S.A.', 'ESCARRER JAUME, GABRIEL', 'VICEPRESIDENTE', '0.000', '31/03/2009'
1305,[],'MELIA HOTELS INTERNATIONAL S.A.', 'ESCARRER JAUME, SEBASTIAN', 'VICEPRESIDENTE', '0.000', '31/03/2009'
1306,[],'MELIA HOTELS INTERNATIONAL S.A.', 'ESCARRER JULIA, GABRIEL', 'PRESIDENTE', '64.639', '01/07/1996'
1307,[],'MELIA HOTELS INTERNATIONAL S.A.', 'HOTELES MALLORQUINES CONSOLIDADOS, S.A.', 'CONSEJERO', '28.072', '20/11/2000'
1308,[626],'MELIA HOTELS INTERNATIONAL S.A.', 'MORALEDA MARTINEZ, AMPARO', 'CONSEJERO', '0.002', '10/02/2009'
1309,[],'MELIA HOTELS INTERNATIONAL S.A.', 'PASTOR BODMER, ALFREDO', 'CONSEJERO', '0.003', '01/07/1996'
1310,[],'MELIA HOTELS INTERNATIONAL S.A.', 'VIVES CERDA, JUAN', 'CONSEJERO', '0.000', '01/07/1996'
1311,[],'REPSOL, S.A', 'ABELLO GALLO, JUAN', 'VICEPRESIDENTE', '0.007', '26/10/2011'
1312,[],'REPSOL, S.A', 'BEATO BLANCO, PAULINA', 'CONSEJERO', '0.000', '29/12/2005'
1313,[102],'REPSOL, S.A', 'BRUFAU NIUBO, ANTONIO', 'PRESIDENTE', '0.022', '27/10/2004'
1314,[],'REPSOL, S.A', 'CARULLA FONT, ARTUR', 'CONSEJERO', '0.003', '16/06/2006'
1315,[253,901],'REPSOL, S.A', 'CROISSIER BATISTA, LUIS CARLOS', 'CONSEJERO', '0.000', '09/05/2007'
1316,[1344],'REPSOL, S.A', 'DURANDEZ ADEVA, ANGEL', 'CONSEJERO', '0.000', '09/05/2007'
1317,[54,453,739],'REPSOL, S.A', 'ECHENIQUE LANDIRIBAR, JAVIER', 'CONSEJERO', '0.001', '16/06/2006'
1318,[218,277,506],'REPSOL, S.A', 'FAINE CASAS, ISIDRO', 'VICEPRESIDENTE', '0.000', '19/12/2007'
1319,[],'REPSOL, S.A', 'FERNANDEZ PELAEZ, MARIO', 'CONSEJERO', '0.000', '15/04/2011'
1320,[],'REPSOL, S.A', 'GABARRO MIQUEL, ISABEL', 'CONSEJERO', '0.000', '14/05/2009'
1321,[256],'REPSOL, S.A', 'LOUREDA MANTI\xc3\x91AN, JOSE MANUEL', 'CONSEJERO', '0.002', '31/01/2007'
1322,[110,287],'REPSOL, S.A', 'NIN GENOVA, JUAN MARIA', 'CONSEJERO', '0.000', '19/12/2007'
1323,[],'REPSOL, S.A', 'PEMEX INTERNACIONAL ESPA\xc3\x91A, S.A.', 'CONSEJERO', '0.000', '26/01/2004'
1324,[],'REPSOL, S.A', 'REICHSTUL REICHSTUL, HENRI PHILIPPE', 'CONSEJERO', '0.000', '29/12/2005'
1325,[113],'REPSOL, S.A', 'SUAREZ DE LEZO MANTILLA, LUIS', 'SECRETARIO CONSEJERO', '0.002', '02/02/2005'
1326,[],'ANTENA 3 DE TELEVISION, S.A.', 'BELLET DE TAVERNOST, NICOLAS ABEL', 'CONSEJERO', '0.000', '29/10/2003'
1327,[],'ANTENA 3 DE TELEVISION, S.A.', 'CARLOTTI , MAURIZIO', 'VICEPRESIDENTE', 'n/d', '23/04/2008'
1328,[],'ANTENA 3 DE TELEVISION, S.A.', 'CASALS ALDAMA, MAURICIO', 'CONSEJERO', 'n/d', '25/03/2009'
1329,[],'ANTENA 3 DE TELEVISION, S.A.', 'CATA SALA, AURORA', 'CONSEJERO', 'n/d', '25/03/2009'
1330,[],'ANTENA 3 DE TELEVISION, S.A.', 'CREHUERAS MARGENAT, JOSE', 'CONSEJERO', '0.000', '16/06/2003'
1331,[],'ANTENA 3 DE TELEVISION, S.A.', 'DRAGO , MARCO', 'CONSEJERO', 'n/d', '16/06/2003'
1332,[],'ANTENA 3 DE TELEVISION, S.A.', 'ENTRECANALES FRANCO, MARIA', 'CONSEJERO', 'n/d', '25/03/2009'
1333,[],'ANTENA 3 DE TELEVISION, S.A.', 'GAMP AUDIOVISUAL, S.A.', 'CONSEJERO', '3.639', '19/12/2012'
1334,[],'ANTENA 3 DE TELEVISION, S.A.', 'GONZALEZ MORENO, SILVIO', 'CONSEJERO DELEGADO', '0.000', '01/07/2008'
1335,[],'ANTENA 3 DE TELEVISION, S.A.', 'HEGGEN , ELMAR', 'CONSEJERO', '0.000', '21/12/2005'
1336,[],'ANTENA 3 DE TELEVISION, S.A.', 'IMAGINA MEDIA AUDIOVISUAL, S.A.', 'VICEPRESIDENTE', '6.493', '27/02/2013'
1337,[58],'ANTENA 3 DE TELEVISION, S.A.', 'LARA BOSCH, JOSE MANUEL', 'PRESIDENTE', '0.332', '16/06/2003'
1338,[],'ANTENA 3 DE TELEVISION, S.A.', 'RAMON Y CAJAL AG\xc3\x9cERAS, PEDRO', 'CONSEJERO', '0.000', '29/08/2003'
1339,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'ADREANI , GIULIANO', 'CONSEJERO', '0.000', '26/09/2001'
1340,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'ALVAREZ RENDUELES, JOSE RAMON', 'CONSEJERO', '0.004', '28/07/2004'
1341,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'BERLUSCONI , PIER SILVIO', 'CONSEJERO', '0.000', '07/05/2003'
1342,[804],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'CEBRIAN ECHARRI, JUAN LUIS', 'CONSEJERO', 'n/d', '02/02/2011'
1343,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'CONFALONIERI , FEDELE', 'VICEPRESIDENTE', '0.000', '02/02/2011'
1344,[1316],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'DURANDEZ ADEVA, ANGEL', 'CONSEJERO', '0.001', '20/05/2004'
1345,[550,1080],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'ECHEVARRIA BUSQUET, ALEJANDRO', 'PRESIDENTE', '0.012', '15/05/1996'
1346,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'GIORDANI , MARCO', 'CONSEJERO', '0.000', '07/05/2003'
1347,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'MESSINA , ALFREDO', 'CONSEJERO', '0.000', '30/06/1995'
1348,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'MUSOLINO , MASSIMO', 'CONSEJERO', '0.003', '09/04/2008'
1349,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'POLANCO MORENO, MANUEL', 'VICEPRESIDENTE', 'n/d', '02/02/2011'
1350,[553],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'PRADO EULATE, FRANCISCO DE BORJA', 'CONSEJERO', '0.002', '28/07/2004'
1351,[428,841],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'REVOREDO DELVECCHIO, HELENA IRENE', 'CONSEJERO', '0.000', '01/04/2009'
1352,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'TRINGALI , GIUSEPPE', 'CONSEJERO DELEGADO', '0.000', '29/03/2004'
1353,[],'MEDIASET ESPA\xc3\x91A COMUNICACION, S.A.', 'VASILE , PAOLO', 'CONSEJERO DELEGADO', '0.002', '29/03/1999'
1354,[],'MARTINSA-FADESA, S.A.', 'AGUIEIRA INVERSIONES, S.L.', 'CONSEJERO', 'n/d', '04/07/2011'
1355,[],'MARTINSA-FADESA, S.A.', 'ALMARFE, S.L.', 'CONSEJERO', 'n/d', '27/06/2008'
1356,[],'MARTINSA-FADESA, S.A.', 'FEMARAL, S.L.', 'CONSEJERO', '44.462', '27/06/2008'
1357,[],'MARTINSA-FADESA, S.A.', 'FT CASTELLANA CONSULTORES INMOBILIARIOS, S.A.U.', 'CONSEJERO', '12.104', '27/06/2008'
1358,[],'MARTINSA-FADESA, S.A.', 'GRUPO EMPRESARIAL DE ANTEQUERA, S.L.', 'CONSEJERO', '0.818', '29/08/2008'
1359,[],'MARTINSA-FADESA, S.A.', 'MAGDALENO , ANTONIA', 'ADMINISTRADOR CONCURSAL', 'n/d', '31/07/2008'
1360,[],'MARTINSA-FADESA, S.A.', 'MARTIN ALVAREZ, FERNANDO', 'PRESIDENTE-CONSEJERO DELEGADO', '60.033', '30/11/1991'
1361,[],'MARTINSA-FADESA, S.A.', 'MARTIN DEL AGUA, FERNANDO', 'CONSEJERO', '0.000', '27/06/2007'
1362,[],'MARTINSA-FADESA, S.A.', 'MARTIN TORRES, ANGEL', 'ADMINISTRADOR CONCURSAL', 'n/d', '31/07/2008'
1363,[],'MARTINSA-FADESA, S.A.', 'MORENO RODRIGUEZ, ANTONIO', 'ADMINISTRADOR CONCURSAL', 'n/d', '31/07/2008'
1364,[],'MARTINSA-FADESA, S.A.', 'MOYA MORENO, ARTURO', 'CONSEJERO', 'n/d', '04/07/2011'
1365,[],'MARTINSA-FADESA, S.A.', 'PETRAXARQUIA', 'VICEPRESIDENTE', '3.608', '29/08/2008'
1366,[],'MARTINSA-FADESA, S.A.', 'TASK ARENAL, S.L.', 'CONSEJERO', '2.354', '29/08/2008'
1367,[],'CLINICA BAVIERA, S.A.', 'BAVIERA SABATER, EDUARDO', 'PRESIDENTE-CONSEJERO DELEGADO', '5.311', '03/04/2007'
1368,[],'CLINICA BAVIERA, S.A.', 'BAVIERA SABATER, JULIO', 'CONSEJERO', '14.253', '03/04/2007'
1369,[],'CLINICA BAVIERA, S.A.', 'DIAZ DE RABAGO MAZON, PABLO', 'CONSEJERO', '0.490', '19/05/2008'
1370,[],'CLINICA BAVIERA, S.A.', 'FERNANDEZ ALONSO, JAVIER', 'CONSEJERO', '0.018', '23/07/2009'
1371,[],'CLINICA BAVIERA, S.A.', 'INVERSIONES DARIO 3, B.V.', 'CONSEJERO', '9.077', '03/04/2007'
1372,[],'CLINICA BAVIERA, S.A.', 'INVERSIONES GRUPO ZRISER, S.L.', 'CONSEJERO', '10.013', '22/06/2010'
1373,[],'CLINICA BAVIERA, S.A.', 'INVESTMENTS BALLO HOLDING B.V.', 'CONSEJERO', '14.253', '03/04/2007'
1374,[],'CLINICA BAVIERA, S.A.', 'MORENO WARLETA, RICARDO', 'CONSEJERO', '0.221', '03/04/2007'
1375,[],'CLINICA BAVIERA, S.A.', 'RAMOS PASCUAL, DIEGO', 'CONSEJERO', '0.000', '21/07/2008'
1376,[],'REALIA BUSINESS, S.A.', 'ALDAZ BARRERA, I\xc3\x91IGO', 'CONSEJERO', '0.079', '06/06/2007'
1377,[],'REALIA BUSINESS, S.A.', 'BAYON MARINE, IGNACIO', 'PRESIDENTE', '0.089', '06/06/2007'
1378,[595,866],'REALIA BUSINESS, S.A.', 'E.A.C. INVERSIONES CORPORATIVAS, S.L.', 'CONSEJERO', '0.000', '06/06/2007'
1379,[],'REALIA BUSINESS, S.A.', 'IGLESIAS CANO, CARMEN', 'CONSEJERO', '0.000', '06/06/2007'
1380,[520,1149],'REALIA BUSINESS, S.A.', 'INMOGESTION Y PATRIMONIOS, S.A.', 'CONSEJERO', '0.000', '09/06/2009'
1381,[],'REALIA BUSINESS, S.A.', 'LINARES LIEBANA, MARIA ANTONIA', 'CONSEJERO', '0.000', '06/06/2007'
1382,[851,1152],'REALIA BUSINESS, S.A.', 'MEDIACION Y DIAGNOSTICOS, S.A.', 'CONSEJERO', '0.000', '06/06/2007'
1383,[872],'REALIA BUSINESS, S.A.', 'MELILOTO, S.L.', 'CONSEJERO', '0.000', '05/06/2012'
1384,[599,873],'REALIA BUSINESS, S.A.', 'MONTES SANCHEZ, RAFAEL', 'CONSEJERO', '0.000', '06/06/2007'
1385,[577,854,1154],'REALIA BUSINESS, S.A.', 'PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.', 'CONSEJERO', '0.000', '06/06/2007'
1386,[802,1222,1299,1395],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'ARENA DE LA MORA, JUAN', 'CONSEJERO', '0.000', '28/06/2007'
1387,[1397],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'BERGARECHE BUSQUET, SANTIAGO', 'PRESIDENTE', '0.057', '12/12/2002'
1388,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'CARRETERO MANZANO, JOSE JAVIER', 'CONSEJERO', '0.006', '20/03/2012'
1389,[1302],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'D ORNELLAS SILVA, FERNANDO', 'CONSEJERO', '0.003', '20/02/2013'
1390,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'DE CARVAJAL BALLESTER, EMILIO', 'CONSEJERO', '0.000', '28/06/2007'
1391,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'GARCIA-QUIROS RODRIGUEZ, JOAQUIN', 'VICEPRESIDENTE', '0.001', '20/03/2012'
1392,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'JIMENEZ LOPEZ, RAFAEL', 'CONSEJERO', '0.003', '22/03/2011'
1393,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'VILLEN JIMENEZ, NICOLAS', 'CONSEJERO', '0.003', '20/02/2013'
1394,[],'DINAMIA CAPITAL PRIVADO, S.A., SCR', 'VINTON , ALFRED-MERTON', 'CONSEJERO', '0.000', '17/12/2003'
1395,[802,1222,1299,1386],'FERROVIAL, S.A.', 'ARENA DE LA MORA, JUAN', 'CONSEJERO', '0.012', '03/12/2009'
1396,[302],'FERROVIAL, S.A.', 'AYUSO GARCIA, JOAQUIN', 'VICEPRESIDENTE 2\xc2\xba', '0.013', '03/12/2009'
1397,[1387],'FERROVIAL, S.A.', 'BERGARECHE BUSQUET, SANTIAGO', 'VICEPRESIDENTE 1\xc2\xba', '0.335', '03/12/2009'
1398,[],'FERROVIAL, S.A.', 'BURGIO , GABRIELE', 'CONSEJERO', '0.006', '03/12/2009'
1399,[],'FERROVIAL, S.A.', 'CARVAJAL URQUIJO, JAIME', 'CONSEJERO', '0.009', '03/12/2009'
1400,[],'FERROVIAL, S.A.', 'DEL PINO CALVO-SOTELO, MARIA', 'CONSEJERO', '0.002', '03/12/2009'
1401,[],'FERROVIAL, S.A.', 'DEL PINO CALVO-SOTELO, RAFAEL', 'PRESIDENTE-CONSEJERO DELEGADO', '1.253', '03/12/2009'
1402,[507],'FERROVIAL, S.A.', 'FERNANDEZ VALBUENA, SANTIAGO', 'CONSEJERO', '0.002', '03/12/2009'
1403,[],'FERROVIAL, S.A.', 'KARLOVY, S.L.', 'CONSEJERO', '43.616', '25/03/2010'
1404,[],'FERROVIAL, S.A.', 'MEIRAS AMUSCO, I\xc3\x91IGO', 'CONSEJERO DELEGADO', '0.002', '03/12/2009'
1405,[],'FERROVIAL, S.A.', 'PORTMAN BAELA, S.L.', 'CONSEJERO', '43.614', '15/12/2009'
1406,[],'FERROVIAL, S.A.', 'SANCHEZ-JUNCO MANS, JOSE FERNANDO', 'CONSEJERO', '0.023', '03/12/2009'
1407,[],'CODERE, S.A.', 'CASES MENDEZ, JOSE IGNACIO', 'CONSEJERO', '0.000', '04/05/2004'
1408,[],'CODERE, S.A.', 'JUNQUERA TEMPRANO, JUAN', 'CONSEJERO', '0.000', '10/05/2012'
1409,[],'CODERE, S.A.', 'MARTINEZ SAMPEDRO, ENCARNACION', 'CONSEJERO', '2.184', '04/05/2004'
1410,[],'CODERE, S.A.', 'MARTINEZ SAMPEDRO, JOSE ANTONIO', 'PRESIDENTE-CONSEJERO DELEGADO', '63.771', '04/05/2004'
1411,[],'CODERE, S.A.', 'MARTINEZ SAMPEDRO, LUIS JAVIER', 'CONSEJERO', '2.537', '04/05/2004'
1412,[],'CODERE, S.A.', 'MASAMPE,S.L.', 'VICEPRESIDENTE', '0.000', '30/10/2009'
1413,[],'CODERE, S.A.', 'ROMERO RODRIGUEZ, JOSE RAMON', 'CONSEJERO', '0.091', '04/05/2004'
1414,[],'CODERE, S.A.', 'VELA SASTRE, EUGENIO', 'CONSEJERO', '0.038', '04/05/2004'
1415,[],'CODERE, S.A.', 'ZAPPALA , JOSEPH', 'CONSEJERO', '0.506', '21/06/2005'
1416,[],'CODERE, S.A.', 'ZORNOZA PEREZ, JUAN JOSE', 'CONSEJERO', '0.000', '04/05/2004'
1417,[],'RENTA 4 BANCO, S.A.', 'FERRERAS DIEZ, PEDRO', 'CONSEJERO', '0.126', '18/07/2005'
1418,[],'RENTA 4 BANCO, S.A.', 'FUNDACION OBRA SOCIAL ABOGACIA ESPA\xc3\x91OLA', 'CONSEJERO', '0.000', '27/11/2012'
1419,[],'RENTA 4 BANCO, S.A.', 'GARCIA MOLINA, FRANCISCO', 'CONSEJERO', '0.175', '29/07/2008'
1420,[],'RENTA 4 BANCO, S.A.', 'GONZALEZ ENCISO, SANTIAGO', 'CONSEJERO', '3.280', '20/08/1999'
1421,[],'RENTA 4 BANCO, S.A.', 'LOPEZ GARCIA, JUAN LUIS', 'CONSEJERO', '0.129', '17/02/2012'
1422,[],'RENTA 4 BANCO, S.A.', 'MUTUALIDAD GENERAL PREVISION SOCIAL ABOGACIA', 'CONSEJERO', '6.882', '24/05/2011'
1423,[821,1534],'RENTA 4 BANCO, S.A.', 'NAVARRO MARTINEZ, PEDRO ANGEL', 'VICEPRESIDENTE', '0.490', '20/08/2000'
1424,[],'RENTA 4 BANCO, S.A.', 'PRIMO DE RIVERA URQUIJO, MIGUEL MARIA', 'CONSEJERO', '0.077', '20/08/2000'
1425,[],'RENTA 4 BANCO, S.A.', 'RODRIGUEZ-SAHAGUN MARTINEZ, SOFIA', 'CONSEJERO', '0.069', '29/07/2007'
1426,[],'RENTA 4 BANCO, S.A.', 'SANCHEZ-QUI\xc3\x91ONES GONZALEZ, JESUS', 'CONSEJERO', '0.810', '20/06/2000'
1427,[],'RENTA 4 BANCO, S.A.', 'TRUEBA CORTES, EDUARDO', 'CONSEJERO', '0.061', '29/07/2007'
1428,[],'RENTA 4 BANCO, S.A.', 'URETA DOMINGO, JUAN CARLOS', 'PRESIDENTE-CONSEJERO DELEGADO', '49.229', '20/08/1999'
1429,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'ALONSO RUIZ-OJEDA, JAVIER', 'CONSEJERO', '0.000', '21/09/2006'
1430,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'ALVAREZ ALVAREZ, JOSE ANTONIO', 'CONSEJERO', '0.000', '21/09/2006'
1431,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'BARREIRO HERNANDEZ, JOSE', 'VICEPRESIDENTE 1\xc2\xba', '0.000', '25/07/2007'
1432,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'BENJUMEA CABEZA DE VACA, IGNACIO', 'CONSEJERO', '0.000', '14/07/2006'
1433,[450],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'CUERVO GARCIA, JOSE ALVARO', 'CONSEJERO', '0.000', '14/07/2006'
1434,[407],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'GARCIA GARCIA, ROSA MARIA', 'CONSEJERO', '0.000', '24/09/2009'
1435,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'HORTALA ARAU, JOAN', 'CONSEJERO', '0.001', '14/07/2006'
1436,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'LAISECA ASLA, RICARDO', 'CONSEJERO', '0.000', '25/07/2007'
1437,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'LANNOO , KAREL', 'CONSEJERO', '0.000', '14/07/2006'
1438,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'MATO GARCIA-ANSORENA, RAMIRO', 'CONSEJERO', '0.000', '14/07/2006'
1439,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'MUNIESA ARANTEGUI, TOMAS', 'VICEPRESIDENTE 3\xc2\xba', '0.000', '14/07/2006'
1440,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'OLIVENCIA RUIZ, MANUEL', 'CONSEJERO', '0.002', '14/07/2006'
1441,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'PRAT RODRIGO, MARGARITA', 'VICEPRESIDENTE 4\xc2\xba', '0.000', '14/07/2006'
1442,[],'BOLSAS Y MERCADOS ESPA\xc3\x91OLES, SDAD HOLDING DE MDOS Y STMAS FIN., S.A.', 'ZOIDO MARTINEZ, ANTONIO', 'PRESIDENTE', '0.001', '14/07/2006'
1443,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'ASTURIANA DE ADMINISTRACION DE VALORES MOBILIARIOS, S.L.', 'CONSEJERO', '0.000', '12/06/2006'
1444,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'CATAVI, S.L.', 'CONSEJERO', '5.201', '26/05/2009'
1445,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'FERNANDEZ PEREZ, PEDRO LUIS', 'PRESIDENTE-CONSEJERO DELEGADO', '10.240', '12/06/2006'
1446,[8,326],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'GRUPO CORPORATIVO EMPRESARIAL DE LA CAJA DE AHORROS Y M. PIEDAD DE NAVARRA', 'CONSEJERO', '9.326', '24/06/2009'
1447,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'HINOJOSA POCH, GONZALO', 'CONSEJERO', '0.000', '20/09/2006'
1448,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'MARTINEZ MARQUEZ, LORENZO JOSE', 'CONSEJERO', '0.063', '31/07/2006'
1449,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'METOTEC, S.L.', 'CONSEJERO', '8.728', '25/07/2007'
1450,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'MORRAL HOSPITAL, JORGE MARIO', 'CONSEJERO', '0.022', '12/06/2006'
1451,[],'GENERAL DE ALQUILER DE MAQUINARIA, S.A.', 'PUENTE COSTALES, CARLOS', 'CONSEJERO', '0.000', '12/06/2006'
1452,[],'SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.', 'AZPILICUETA FERRER, MANUEL', 'CONSEJERO', '0.050', '19/06/2007'
1453,[],'SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.', 'CORPORACION ARDITEL, S.L.U.', 'VICEPRESIDENTE 1\xc2\xba', '0.025', '21/12/2011'
1454,[],'SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.', 'DIAZ-TEJEIRO GUTIERREZ, ENRIQUE', 'PRESIDENTE', '0.710', '19/06/2007'
1455,[],'SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.', 'INVERSIONES MIDITEL, S.L.U.', 'VICEPRESIDENTE 2\xc2\xba', '0.001', '21/12/2011'
1456,[],'SOLARIA ENERGIA Y MEDIOAMBIENTE, S.A.', 'SAGARDOY DE SIMON, I\xc3\x91IGO', 'CONSEJERO', '0.000', '19/06/2007'
1457,[],'AMADEUS IT HOLDING, S.A.', 'BOIREAU , CHRISTIAN', 'CONSEJERO', '0.000', '29/04/2010'
1458,[],'AMADEUS IT HOLDING, S.A.', 'BOURIGEAUD , BERNARD ANDRE JOSEPH', 'CONSEJERO', '0.000', '06/05/2010'
1459,[293,930,956],'AMADEUS IT HOLDING, S.A.', 'DE LA DEHESA ROMERO, GUILLERMO', 'VICEPRESIDENTE', '0.000', '24/02/2011'
1460,[],'AMADEUS IT HOLDING, S.A.', 'DUPUY DE LOME CHAVARRI, ENRIQUE', 'CONSEJERO', '0.000', '29/04/2010'
1461,[],'AMADEUS IT HOLDING, S.A.', 'FURSE , CLARA', 'CONSEJERO', '0.000', '29/04/2010'
1462,[],'AMADEUS IT HOLDING, S.A.', 'GEMKOW , STEPHAN', 'CONSEJERO', '0.000', '29/04/2010'
1463,[],'AMADEUS IT HOLDING, S.A.', 'GOURGEON , PIERRE-HENRY', 'CONSEJERO', '0.000', '29/04/2010'
1464,[],'AMADEUS IT HOLDING, S.A.', 'LOREDAN , FRANCESCO', 'CONSEJERO', '0.000', '29/04/2010'
1465,[],'AMADEUS IT HOLDING, S.A.', 'MCALPINE , STUART ANDERSON', 'CONSEJERO', '0.000', '29/04/2010'
1466,[],'AMADEUS IT HOLDING, S.A.', 'TAZON GARCIA, JOSE ANTONIO', 'PRESIDENTE', '0.093', '29/04/2010'
1467,[],'AMADEUS IT HOLDING, S.A.', 'WEBSTER , DAVID GORDON COMYN', 'CONSEJERO', '0.000', '06/05/2010'
1468,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'CORRAL ESCRIBANO, SANTIAGO', 'CONSEJERO', '0.000', '24/06/2009'
1469,[637],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'CREMADES GARCIA, FRANCISCO JAVIER', 'SECRETARIO CONSEJERO', '0.000', '26/10/2012'
1470,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'DIAZ MARTINEZ, MANUEL', 'CONSEJERO', '0.000', '27/02/2012'
1471,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'EBN BANCO DE NEGOCIOS, S.A.', 'CONSEJERO', '5.998', '22/05/2009'
1472,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'FERNANDEZ SASTRON, JOSE MIGUEL', 'CONSEJERO', '0.000', '01/02/2012'
1473,[640],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'GARCIA-DURAN BAYO, MANUEL', 'PRESIDENTE-CONSEJERO DELEGADO', '0.000', '01/02/2012'
1474,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'GAYO DEL POZO, LUIS', 'CONSEJERO', 'n/d', '26/10/2012'
1475,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'GRUPO EZENTIS, S.A.', 'CONSEJERO', '27.803', '30/03/2011'
1476,[],'VERTICE TRESCIENTOS SESENTA GRADOS, S.A.', 'HERRERO DE EGA\xc3\x91A Y LOPEZ DEL HIERRO, JOSE', 'VICEPRESIDENTE', '1.524', '26/06/2012'
